,Unnamed: 0,Reference,Bibliography,Instance number,First Layer,Counter Electrode,Reference Electrode,WE area(cm2),Power(W),Wavelength(nm),Intensity(mW/cm2),AM1.5G,ElectrolyteType,Electrolyte Molarity (M),pH,BandGap(eV),Bias vs what,Experimental Bias (V),correction factor, RHE bias (V vs RHE),PhotocurrentDensity(mA/cm2)
5887,9735,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",346,InO,Pt plate,Ag/AgCl,1,300,387,130,0,KOH,1,14,2.7,Ag/AgCl,0.199,0.197,1.222,0.091
5888,9736,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",346,InO,Pt plate,Ag/AgCl,1,300,387,130,0,KOH,1,14,2.7,Ag/AgCl,0.299,0.197,1.322,0.14
5889,9737,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",346,InO,Pt plate,Ag/AgCl,1,300,387,130,0,KOH,1,14,2.7,Ag/AgCl,0.401,0.197,1.424,0.181
5890,9738,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",346,InO,Pt plate,Ag/AgCl,1,300,387,130,0,KOH,1,14,2.7,Ag/AgCl,0.503,0.197,1.526,0.216
5891,9739,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",346,InO,Pt plate,Ag/AgCl,1,300,387,130,0,KOH,1,14,2.7,Ag/AgCl,0.601,0.197,1.624,0.24
5892,9740,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",346,InO,Pt plate,Ag/AgCl,1,300,387,130,0,KOH,1,14,2.7,Ag/AgCl,0.702,0.197,1.725,0.279
5893,9741,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",346,InO,Pt plate,Ag/AgCl,1,300,387,130,0,KOH,1,14,2.7,Ag/AgCl,0.8,0.197,1.823,0.31
5894,9742,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",347,InO,Pt plate,Ag/AgCl,1,300,410,130,0,KOH,1,14,2.7,Ag/AgCl,-0.299,0.197,0.724,0.004
5895,9743,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",347,InO,Pt plate,Ag/AgCl,1,300,410,130,0,KOH,1,14,2.7,Ag/AgCl,-0.2,0.197,0.823,0.026
5896,9744,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",347,InO,Pt plate,Ag/AgCl,1,300,410,130,0,KOH,1,14,2.7,Ag/AgCl,-0.102,0.197,0.921,0.064
5897,9745,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",347,InO,Pt plate,Ag/AgCl,1,300,410,130,0,KOH,1,14,2.7,Ag/AgCl,-0.003,0.197,1.02,0.149
5898,9746,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",347,InO,Pt plate,Ag/AgCl,1,300,410,130,0,KOH,1,14,2.7,Ag/AgCl,0.098,0.197,1.121,0.247
5899,9747,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",347,InO,Pt plate,Ag/AgCl,1,300,410,130,0,KOH,1,14,2.7,Ag/AgCl,0.197,0.197,1.22,0.37
5900,9748,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",347,InO,Pt plate,Ag/AgCl,1,300,410,130,0,KOH,1,14,2.7,Ag/AgCl,0.297,0.197,1.32,0.477
5901,9749,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",347,InO,Pt plate,Ag/AgCl,1,300,410,130,0,KOH,1,14,2.7,Ag/AgCl,0.398,0.197,1.421,0.557
5902,9750,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",347,InO,Pt plate,Ag/AgCl,1,300,410,130,0,KOH,1,14,2.7,Ag/AgCl,0.497,0.197,1.52,0.634
5903,9751,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",347,InO,Pt plate,Ag/AgCl,1,300,410,130,0,KOH,1,14,2.7,Ag/AgCl,0.597,0.197,1.62,0.698
5904,9752,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",347,InO,Pt plate,Ag/AgCl,1,300,410,130,0,KOH,1,14,2.7,Ag/AgCl,0.694,0.197,1.717,0.753
5905,9753,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",347,InO,Pt plate,Ag/AgCl,1,300,410,130,0,KOH,1,14,2.7,Ag/AgCl,0.798,0.197,1.821,0.804
5906,9754,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",348,InO,Pt plate,Ag/AgCl,1,300,410,130,0,KOH,1,14,2.6,Ag/AgCl,-0.301,0.197,0.722,0.009
5907,9755,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",348,InO,Pt plate,Ag/AgCl,1,300,410,130,0,KOH,1,14,2.6,Ag/AgCl,-0.2,0.197,0.823,0.021
5908,9756,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",348,InO,Pt plate,Ag/AgCl,1,300,410,130,0,KOH,1,14,2.6,Ag/AgCl,-0.102,0.197,0.921,0.102
5909,9757,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",348,InO,Pt plate,Ag/AgCl,1,300,410,130,0,KOH,1,14,2.6,Ag/AgCl,-0.003,0.197,1.02,0.2
5910,9758,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",348,InO,Pt plate,Ag/AgCl,1,300,410,130,0,KOH,1,14,2.6,Ag/AgCl,0.1,0.197,1.123,0.315
5911,9759,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",348,InO,Pt plate,Ag/AgCl,1,300,410,130,0,KOH,1,14,2.6,Ag/AgCl,0.197,0.197,1.22,0.434
5912,9760,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",348,InO,Pt plate,Ag/AgCl,1,300,410,130,0,KOH,1,14,2.6,Ag/AgCl,0.295,0.197,1.318,0.523
5913,9761,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",348,InO,Pt plate,Ag/AgCl,1,300,410,130,0,KOH,1,14,2.6,Ag/AgCl,0.396,0.197,1.419,0.613
5914,9762,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",348,InO,Pt plate,Ag/AgCl,1,300,410,130,0,KOH,1,14,2.6,Ag/AgCl,0.493,0.197,1.516,0.711
5915,9763,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",348,InO,Pt plate,Ag/AgCl,1,300,410,130,0,KOH,1,14,2.6,Ag/AgCl,0.596,0.197,1.619,0.809
5916,9764,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",348,InO,Pt plate,Ag/AgCl,1,300,410,130,0,KOH,1,14,2.6,Ag/AgCl,0.697,0.197,1.72,0.911
5917,9765,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",348,InO,Pt plate,Ag/AgCl,1,300,410,130,0,KOH,1,14,2.6,Ag/AgCl,0.795,0.197,1.818,0.991
5918,9766,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",349,InO,Pt plate,Ag/AgCl,1,300,387,130,0,KOH,1,14,2.6,Ag/AgCl,-0.304,0.197,0.719,0.002
5919,9767,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",349,InO,Pt plate,Ag/AgCl,1,300,387,130,0,KOH,1,14,2.6,Ag/AgCl,-0.204,0.197,0.819,0.003
5920,9768,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",349,InO,Pt plate,Ag/AgCl,1,300,387,130,0,KOH,1,14,2.6,Ag/AgCl,-0.104,0.197,0.919,0.01
5921,9769,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",349,InO,Pt plate,Ag/AgCl,1,300,387,130,0,KOH,1,14,2.6,Ag/AgCl,-0.002,0.197,1.021,0.028
5922,9770,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",349,InO,Pt plate,Ag/AgCl,1,300,387,130,0,KOH,1,14,2.6,Ag/AgCl,0.102,0.197,1.125,0.051
5923,9771,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",349,InO,Pt plate,Ag/AgCl,1,300,387,130,0,KOH,1,14,2.6,Ag/AgCl,0.199,0.197,1.222,0.087
5924,9772,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",349,InO,Pt plate,Ag/AgCl,1,300,387,130,0,KOH,1,14,2.6,Ag/AgCl,0.299,0.197,1.322,0.122
5925,9773,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",349,InO,Pt plate,Ag/AgCl,1,300,387,130,0,KOH,1,14,2.6,Ag/AgCl,0.401,0.197,1.424,0.165
5926,9774,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",349,InO,Pt plate,Ag/AgCl,1,300,387,130,0,KOH,1,14,2.6,Ag/AgCl,0.499,0.197,1.522,0.227
5927,9775,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",349,InO,Pt plate,Ag/AgCl,1,300,387,130,0,KOH,1,14,2.6,Ag/AgCl,0.601,0.197,1.624,0.282
5928,9776,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",349,InO,Pt plate,Ag/AgCl,1,300,387,130,0,KOH,1,14,2.6,Ag/AgCl,0.705,0.197,1.728,0.341
5929,9777,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",349,InO,Pt plate,Ag/AgCl,1,300,387,130,0,KOH,1,14,2.6,Ag/AgCl,0.804,0.197,1.827,0.379
5979,9827,188,"Guo S, Zhao X, Zhang W, Wang W. Optimization of electrolyte to significantly improve photoelectrochemical water splitting performance of ZnO nanowire arrays. Mater Sci Eng B Solid-State Mater Adv Technol 2018;227:129–35. https://doi.org/10.1016/j.mseb.2017.09.020.",226,ZnO,Pt wire,Ag/AgCl,3,300,410,100,1,Na2SO4,0.5,7,3.25,Ag/AgCl,-0.405,0.197,0.205,-0.00156
5980,9828,188,"Guo S, Zhao X, Zhang W, Wang W. Optimization of electrolyte to significantly improve photoelectrochemical water splitting performance of ZnO nanowire arrays. Mater Sci Eng B Solid-State Mater Adv Technol 2018;227:129–35. https://doi.org/10.1016/j.mseb.2017.09.020.",226,ZnO,Pt wire,Ag/AgCl,3,300,410,100,1,Na2SO4,0.5,7,3.25,Ag/AgCl,-0.304,0.197,0.306,-0.00242
5981,9829,188,"Guo S, Zhao X, Zhang W, Wang W. Optimization of electrolyte to significantly improve photoelectrochemical water splitting performance of ZnO nanowire arrays. Mater Sci Eng B Solid-State Mater Adv Technol 2018;227:129–35. https://doi.org/10.1016/j.mseb.2017.09.020.",226,ZnO,Pt wire,Ag/AgCl,3,300,410,100,1,Na2SO4,0.5,7,3.25,Ag/AgCl,-0.201,0.197,0.409,-0.000938
5982,9830,188,"Guo S, Zhao X, Zhang W, Wang W. Optimization of electrolyte to significantly improve photoelectrochemical water splitting performance of ZnO nanowire arrays. Mater Sci Eng B Solid-State Mater Adv Technol 2018;227:129–35. https://doi.org/10.1016/j.mseb.2017.09.020.",226,ZnO,Pt wire,Ag/AgCl,3,300,410,100,1,Na2SO4,0.5,7,3.25,Ag/AgCl,-0.103,0.197,0.507,0.000548
5983,9831,188,"Guo S, Zhao X, Zhang W, Wang W. Optimization of electrolyte to significantly improve photoelectrochemical water splitting performance of ZnO nanowire arrays. Mater Sci Eng B Solid-State Mater Adv Technol 2018;227:129–35. https://doi.org/10.1016/j.mseb.2017.09.020.",226,ZnO,Pt wire,Ag/AgCl,3,300,410,100,1,Na2SO4,0.5,7,3.25,Ag/AgCl,-0.000417,0.197,0.609583,0.00359
5984,9832,188,"Guo S, Zhao X, Zhang W, Wang W. Optimization of electrolyte to significantly improve photoelectrochemical water splitting performance of ZnO nanowire arrays. Mater Sci Eng B Solid-State Mater Adv Technol 2018;227:129–35. https://doi.org/10.1016/j.mseb.2017.09.020.",226,ZnO,Pt wire,Ag/AgCl,3,300,410,100,1,Na2SO4,0.5,7,3.25,Ag/AgCl,0.0955,0.197,0.7055,0.00664
5985,9833,188,"Guo S, Zhao X, Zhang W, Wang W. Optimization of electrolyte to significantly improve photoelectrochemical water splitting performance of ZnO nanowire arrays. Mater Sci Eng B Solid-State Mater Adv Technol 2018;227:129–35. https://doi.org/10.1016/j.mseb.2017.09.020.",226,ZnO,Pt wire,Ag/AgCl,3,300,410,100,1,Na2SO4,0.5,7,3.25,Ag/AgCl,0.194,0.197,0.804,0.00891
5986,9834,188,"Guo S, Zhao X, Zhang W, Wang W. Optimization of electrolyte to significantly improve photoelectrochemical water splitting performance of ZnO nanowire arrays. Mater Sci Eng B Solid-State Mater Adv Technol 2018;227:129–35. https://doi.org/10.1016/j.mseb.2017.09.020.",226,ZnO,Pt wire,Ag/AgCl,3,300,410,100,1,Na2SO4,0.5,7,3.25,Ag/AgCl,0.296,0.197,0.906,0.0143
5987,9835,188,"Guo S, Zhao X, Zhang W, Wang W. Optimization of electrolyte to significantly improve photoelectrochemical water splitting performance of ZnO nanowire arrays. Mater Sci Eng B Solid-State Mater Adv Technol 2018;227:129–35. https://doi.org/10.1016/j.mseb.2017.09.020.",226,ZnO,Pt wire,Ag/AgCl,3,300,410,100,1,Na2SO4,0.5,7,3.25,Ag/AgCl,0.392,0.197,1.002,0.0197
5988,9836,188,"Guo S, Zhao X, Zhang W, Wang W. Optimization of electrolyte to significantly improve photoelectrochemical water splitting performance of ZnO nanowire arrays. Mater Sci Eng B Solid-State Mater Adv Technol 2018;227:129–35. https://doi.org/10.1016/j.mseb.2017.09.020.",226,ZnO,Pt wire,Ag/AgCl,3,300,410,100,1,Na2SO4,0.5,7,3.25,Ag/AgCl,0.488,0.197,1.098,0.0337
5989,9837,188,"Guo S, Zhao X, Zhang W, Wang W. Optimization of electrolyte to significantly improve photoelectrochemical water splitting performance of ZnO nanowire arrays. Mater Sci Eng B Solid-State Mater Adv Technol 2018;227:129–35. https://doi.org/10.1016/j.mseb.2017.09.020.",226,ZnO,Pt wire,Ag/AgCl,3,300,410,100,1,Na2SO4,0.5,7,3.25,Ag/AgCl,0.591,0.197,1.201,0.0547
5990,9838,188,"Guo S, Zhao X, Zhang W, Wang W. Optimization of electrolyte to significantly improve photoelectrochemical water splitting performance of ZnO nanowire arrays. Mater Sci Eng B Solid-State Mater Adv Technol 2018;227:129–35. https://doi.org/10.1016/j.mseb.2017.09.020.",227,ZnO,Pt wire,Ag/AgCl,3,300,410,100,1,Na2SO3,0.5,10,3.25,Ag/AgCl,-0.402,0.197,0.385,-0.00234
5991,9839,188,"Guo S, Zhao X, Zhang W, Wang W. Optimization of electrolyte to significantly improve photoelectrochemical water splitting performance of ZnO nanowire arrays. Mater Sci Eng B Solid-State Mater Adv Technol 2018;227:129–35. https://doi.org/10.1016/j.mseb.2017.09.020.",227,ZnO,Pt wire,Ag/AgCl,3,300,410,100,1,Na2SO3,0.5,10,3.25,Ag/AgCl,-0.304,0.197,0.483,-0.000858
5992,9840,188,"Guo S, Zhao X, Zhang W, Wang W. Optimization of electrolyte to significantly improve photoelectrochemical water splitting performance of ZnO nanowire arrays. Mater Sci Eng B Solid-State Mater Adv Technol 2018;227:129–35. https://doi.org/10.1016/j.mseb.2017.09.020.",227,ZnO,Pt wire,Ag/AgCl,3,300,410,100,1,Na2SO3,0.5,10,3.25,Ag/AgCl,-0.192,0.197,0.595,0.0233
5993,9841,188,"Guo S, Zhao X, Zhang W, Wang W. Optimization of electrolyte to significantly improve photoelectrochemical water splitting performance of ZnO nanowire arrays. Mater Sci Eng B Solid-State Mater Adv Technol 2018;227:129–35. https://doi.org/10.1016/j.mseb.2017.09.020.",227,ZnO,Pt wire,Ag/AgCl,3,300,410,100,1,Na2SO3,0.5,10,3.25,Ag/AgCl,-0.089,0.197,0.698,0.056
5994,9842,188,"Guo S, Zhao X, Zhang W, Wang W. Optimization of electrolyte to significantly improve photoelectrochemical water splitting performance of ZnO nanowire arrays. Mater Sci Eng B Solid-State Mater Adv Technol 2018;227:129–35. https://doi.org/10.1016/j.mseb.2017.09.020.",227,ZnO,Pt wire,Ag/AgCl,3,300,410,100,1,Na2SO3,0.5,10,3.25,Ag/AgCl,0.00491,0.197,0.79191,0.0864
5995,9843,188,"Guo S, Zhao X, Zhang W, Wang W. Optimization of electrolyte to significantly improve photoelectrochemical water splitting performance of ZnO nanowire arrays. Mater Sci Eng B Solid-State Mater Adv Technol 2018;227:129–35. https://doi.org/10.1016/j.mseb.2017.09.020.",227,ZnO,Pt wire,Ag/AgCl,3,300,410,100,1,Na2SO3,0.5,10,3.25,Ag/AgCl,0.103,0.197,0.89,0.107
5996,9844,188,"Guo S, Zhao X, Zhang W, Wang W. Optimization of electrolyte to significantly improve photoelectrochemical water splitting performance of ZnO nanowire arrays. Mater Sci Eng B Solid-State Mater Adv Technol 2018;227:129–35. https://doi.org/10.1016/j.mseb.2017.09.020.",227,ZnO,Pt wire,Ag/AgCl,3,300,410,100,1,Na2SO3,0.5,10,3.25,Ag/AgCl,0.197,0.197,0.984,0.126
5997,9845,188,"Guo S, Zhao X, Zhang W, Wang W. Optimization of electrolyte to significantly improve photoelectrochemical water splitting performance of ZnO nanowire arrays. Mater Sci Eng B Solid-State Mater Adv Technol 2018;227:129–35. https://doi.org/10.1016/j.mseb.2017.09.020.",227,ZnO,Pt wire,Ag/AgCl,3,300,410,100,1,Na2SO3,0.5,10,3.25,Ag/AgCl,0.3,0.197,1.087,0.146
5998,9846,188,"Guo S, Zhao X, Zhang W, Wang W. Optimization of electrolyte to significantly improve photoelectrochemical water splitting performance of ZnO nanowire arrays. Mater Sci Eng B Solid-State Mater Adv Technol 2018;227:129–35. https://doi.org/10.1016/j.mseb.2017.09.020.",227,ZnO,Pt wire,Ag/AgCl,3,300,410,100,1,Na2SO3,0.5,10,3.25,Ag/AgCl,0.394,0.197,1.181,0.169
5999,9847,188,"Guo S, Zhao X, Zhang W, Wang W. Optimization of electrolyte to significantly improve photoelectrochemical water splitting performance of ZnO nanowire arrays. Mater Sci Eng B Solid-State Mater Adv Technol 2018;227:129–35. https://doi.org/10.1016/j.mseb.2017.09.020.",227,ZnO,Pt wire,Ag/AgCl,3,300,410,100,1,Na2SO3,0.5,10,3.25,Ag/AgCl,0.488,0.197,1.275,0.191
